abandon,freedom from artificial constraint
guidance,the act or result of guiding
guide,a director
guilt,a recognition of one ' s own responsibility for doing something wrong
guise,shape
gulf,a whirlpool
gum,a rubber overshoe
gun,a piece of heavy ordnance
gunpowder,"a black , granular , explosive substance , consisting of an intimate mechanical mixture of saltpeter , charcoal , and sulphur"
guy,as : a rope to steady or guide an object which is being hoisted or lowered
habitation,house
habit,the general appearance and manner of life of a living organism
hail,a salutation
hair,"the collection or mass of filaments growing from the skin of an animal , and forming a covering for a part of the head or for any part or the whole of the body"
half,"one of two equal parts into which anything may be divided , or considered as divided"
hall,"a building or room of considerable size and stateliness , used for public purposes"
halt,"a stop in marching or walking , or in any action"
hammer,"the padded mallet of a piano , which strikes the wires , to produce the tones"
ham,the hock
handful,"a person , task , or situation , which is the most that one can manage"
handkerchief,"a piece of cloth , usually square and often fine and elegant , carried for wiping the face or hands"
handle,the instrument for effecting a purpose
handling,"the mode of using the pencil or brush , etc"
hand,manus
handwriting,the cast or form of writing peculiar to each hand or person
hang,connection
hanging,the act of suspending anything
happiness,fortuitous elegance
harbor,a refuge
hard,a ford or passage across a river or swamp
hardness,"the quality or state of being hard , literally or figuratively"
hardship,"that which is hard to bear , as toil , privation , injury , injustice , etc"
hardware,ironmongery
harm,hurt
harmony,"the just adaptation of parts to each other , in any system or combination of things , or in things intended to form a connected whole"
harness,"the equipment of a draught or carriage horse , for drawing a wagon , coach , chaise , etc"
harp,a constellation
hart,the male of the red deer
harvest,the ingathering of the crops
haste,speed
hate,strong aversion coupled with desire that evil should befall the person toward whom the feeling is directed
hat,one with a crown and brim made of various materials and worn by men or women for protecting the head from the sun or weather or for ornament
haul,a violent pull
haunt,a place to which one frequently resorts
hawk,"an effort to force up phlegm from the throat , accompanied with noise"
hay,"a net set around the haunt of an animal , especially of a rabbit"
hazard,danger
haze,dimness
hazel,a miner ' s name for freestone
headache,pain in the head
header,a brick or stone laid with its shorter face or head in the surface of the wall
heading,"material for the heads of casks , barrels , etc"
head,"often , also , the larger , thicker , or heavier part or extremity , in distinction from the smaller or thinner part , or from the point or edge"
health,"the state of being hale , sound , or whole , in body , mind , or soul"
heap,a pile or mass
hearing,attention to what is delivered
hearth,a corresponding part of a stove
heart,the individual disposition and character
hearty,good fellow
heath,"a low shrub , with minute evergreen leaves , and handsome clusters of pink flowers"
heathen,an idolater
heat,"high temperature , as distinguished from low temperature , or cold"
heave,a rising
heaven,the expanse of space surrounding the earth
hedge,"a thicket of bushes , usually thorn bushes"
heed,attention
heel,the latter or remaining part of anything
height,"the measure upward from a surface , as the floor or the ground , of an animal , especially of a man"
heir,one who receives any endowment from an ancestor or relation
hell,a dungeon or prison
helmet,a defensive covering for the head
helm,one at the place of direction or control
help,the person or thing furnishing the aid
hem,margin
hen,the female of grouse pheasants or any kind of birds
herald,"in the middle ages , the officer charged with the above duties , and also with the care of genealogies , of the rights and privileges of noble families , and especially of armorial bearings"
herb,"a plant whose stem does not become woody and permanent , but dies , at least down to the ground , after flowering"
herd,a crowd of low people
hereafter,a future existence or state
heresy,heterodoxy
