abandon,freedom from artificial constraint
imitation,"that which is made to resemble something else , whether for laudable or for fraudulent purposes"
immortality,exemption from death and annihilation
immortal,one who will never cease to be
impatience,the quality of being impatient
imperial,an outside seat on a diligence
importance,moment
import,weight
impossibility,impracticability
impress,a mark made by pressure
impression,stamp
improvement,the state of being improved
impudence,the quality of being impudent
impulse,motion produced by a sudden or momentary force
inability,lack of ability
incapable,a simpleton
incense,used figuratively
inch,a critical moment
incident,that which falls out or takes place
inclination,"the act of inclining , or state of being inclined"
incline,an ascent or descent
income,receipts
inconvenience,lack of convenience
increase,profit
independence,freedom from dependence
independent,one who exercises liberty in voting
index,that which points out
indication,evidence
indifference,mediocrity
indignation,punishment
individual,a human being
individuality,separate or distinct existence
indulgence,the quality of being indulgent
industry,"human exertion of any kind employed for the creation of value , and regarded by some as a species of capital or wealth"
infamy,indignity
infancy,"the state or condition of one under age , or under the age of twenty - one years"
infant,"a child in the first period of life , beginning at his birth"
infantry,"foot soldiers , in distinction from cavalry"
infection,the condition of suffering from an infectious disease
inference,a conclusion
inferior,"a person lower in station , rank , intellect , etc"
infinite,boundless space or duration
influence,acknowledged ascendency
information,intelligence
infringement,breach
ingenuity,the quality or power of ready invention
ingratitude,lack of gratitude
inhabitant,"one who dwells or resides permanently in a place , as distinguished from a transient lodger or visitor"
inheritance,the act or state of inheriting
iniquity,gross injustice
initial,the first letter of a word or a name
initiative,an act which originates or begins
injunction,a decree
injury,mischief
injustice,a wrong
ink,a pigment
inland,the interior part of a country
innocence,"the state or quality of being not chargeable for , or guilty of , a particular crime or offense"
innocent,an unsophisticated person
inn,the town residence of a nobleman or distinguished person
inquiry,the act of inquiring
inquisition,inquest
inquisitive,one curious in research
inscription,something written or engraved
insect,"any air - breathing arthropod , as a spider or scorpion"
insight,a deep inspection or view
insolence,insolent conduct or treatment
inspection,close or careful scrutiny
inspector,a superintendent
inspiration,the act of inspiring or breathing in
instance,motion
instant,a point in time
instinct,"specifically , the natural , unreasoning , impulse by which an animal is guided to the performance of any action , without thought of improvement in the method"
institution,"established order , method , or custom"
instruction,command
instrument,an implement
insult,an indignity
insurance,the premium paid for insuring property or life
insurrection,open and active opposition to the execution of law in a city or state
integrity,honesty
intellect,"the part or faculty of the human mind by which it knows , as distinguished from the power to feel and to will"
intellectual,mental powers or faculties
intelligence,the exercise of the understanding
intended,one who is betrothed
intensity,"effectiveness , as estimated by results produced"
intention,purpose
intent,meaning
intercourse,interchange of thought and feeling
interest,concern
interference,neutralization or superposition of waves generally
interior,the inside
interpretation,an artist ' s way of expressing his thought or embodying his conception of nature
interpreter,a translator
interruption,"a breach or break , caused by the abrupt intervention of something foreign"
interval,a void space intervening between any two objects
intervention,the act of intervening
interview,a meeting face to face
intimation,announcement
intoxication,"a poisoning , as by a alcoholic or a narcotic substance"
intrigue,a complicated plot or scheme intended to effect some purpose by secret artifice
introduction,preliminary
intrusion,the forcing ( one ' s self ) into a place without right or welcome
intuition,a belief arrived at unconsciously
invalid,a person who is weak and infirm
