irony,"a sort of humor , ridicule , or light sarcasm , which adopts a mode of speech the meaning of which is contrary to the literal sense of the words"
irregular,one who is not regular
irritation,annoyance
isle,an island
isolation,insulation
item,a paragraph
ivory,"the tusks themselves of the elephant , etc"
jack,a boor
jack,an impertinent or silly fellow
jack,a servant
jam,a crush
jam,a preserve of fruit boiled with sugar and water
jar,"a rattling , tremulous vibration or shock"
jar,debate
jar,discord
jelly,"a stiffened solution of gelatin , gum , or the like"
jerk,"a foolish , stupid , or otherwise contemptible person"
jest,a laughingstock
jest,a witticism
jest,something done or said in order to amuse
jewel,a gem
jewel,a precious thing
job,any definite work undertaken in gross for a fixed price
job,a piece of chance or occasional work
job,"something performed ostensibly as a part of official duty , but really for private gain"
join,a seam
joke,something said for the sake of exciting a laugh
joy,exhilaration of spirits
joy,festivity
joy,gladness
judas,one who betrays under the semblance of friendship
judge,"one who has skill , knowledge , or experience , sufficient to decide on the merits of a question , or on the quality or value of anything"
judgment,an opinion
judgment,the power or faculty of performing such operations ( see 1 )
jug,a ewer
jump,a kind of loose jacket for men
jump,the space traversed by a leap
junction,combination
junction,union
juncture,a joint
juncture,an articulation
juncture,a point of time
junior,"specifically , in american colleges and four - year high schools , one in the third year of his course , one in the fourth or final year being designated a senior"
jurisdiction,the right of making or enforcing laws
justice,equity
justice,impartiality
keep,custody
keeper,"one who has the care , custody , or superintendence of anything"
keeper,one who has the care of a prison and the charge of prisoners
keeper,"one who , or that which , holds or has possession of anything"
keep,heed
keeping,a holding
keeping,consistency
keeping,custody
keeping,guard
keeping,maintenance
keep,the means or provisions by which one is kept
keep,the resulting condition
ken,cognizance
kick,a striking or thrust with the foot
kid,a young child or infant
kind,manner
kindness,manifestation of kind feeling or disposition beneficence
kindred,persons related to each other
kind,type
kind,variety
kingdom,the sphere in which one is king or has control
kitchen,a room equipped for cooking food
kitchen,"the room of a house , restaurant , or other building appropriated to cookery"
knave,a dishonest person
knave,a jack
knight,"as , sir john"
knit,texture
knitting,the work of a knitter
knock,a jar
knock,"a stroke , as on a door for admittance"
knowledge,"clear perception of fact , truth , or duty"
knowledge,scholarship
knowledge,the act or state of knowing
labor,servile toil
lace,spirits added to coffee or some other beverage
lack,want
lad,a mate
ladder,"a frame usually portable , of wood , metal , or rope , for ascent and descent , consisting of two side pieces to which are fastened cross strips or rounds forming steps"
lamp,"a vessel with a wick used for the combustion of oil or other inflammable liquid , for the purpose of producing artificial light"
lance,a lancer
land,"ground , in respect to its nature or quality"
landing,a going or bringing on shore
land,soil
lane,"a narrow way among trees , rocks , and other natural obstructions"
language,human speech
lantern,"sometimes fixed , as the glazed inclosure of a street light , or of a lighthouse light"
lap,an apron
lap,"figuratively , a place of rearing and fostering"
lapse,an error
lapse,a slight deviation from truth or rectitude
latitude,"extent or breadth of signification , application , etc"
latitude,looseness
latitude,room
launch,an open boat of any size driven by steam naphtha electricity or the like
launch,the movement of a vessel from land into the water
law,a controlling regulation
lawn,an open space between woods
